language,original_index,text,transcription_base,transcription_ft,sentiment_base,confidence_base,reasoning_base,sentiment_ft,confidence_ft,reasoning_ft
EWE,141,"Ame si tsɔa nutefewɔla, dɔmenyotɔ, lɔ̃na be yeasrɔ̃ nu, eye wòdea bubu ame bubuwo ŋu, gake woawo ŋutɔ ƒe taɖodzinuwo hã le wo si. Medi be ame geɖe wu le nye nutoa me nabu tame nenema. Ewɔna nam abe agbanɔamedzi gã aɖe ene, gake mesusu be mele klalo be mate kpɔ. Akpe na wò, Daɖia.","Ama sih, walaupun domanjoto luar bayangan, aye wadah bubur, amabuburun, takak walaupun tak terudinu halo sih, mesti bea amgareu, lenyentu awal nabutama nenema, awal namab, walaupun wala, garen, taka masuk suba melakhalobematik pok, aku nak udari ya.","2. ame si yi. wɔ nteƒe, dɔmanyotɔ, lɔna be yea srɔ̃ nu, eye wòdea bubu ame bubuwo nu, gake wɔ wo ŋutɔ ƒe tarodzinuwo hã le wo si. Medi be ame geɖewu le nye nutoa me nabutam ene nema. Ewɔ na nam abe nteƒewɔla gã aɖe ene, ake mesusu be mele khalo be matikpɔ. Akpenawo Daria.",Confused,0.5,"The transcription is not in Ewe, but rather a fragmented mix of colloquial Indonesian and Malay (e.g., 'walaupun' meaning although, 'luar bayangan' meaning beyond imagination, and 'apa sih'—written as 'ama sih'—which is a common expression of confusion or irritation). The disjointed structure, combined with phrases suggesting something is beyond the speaker's imagination and a struggle to make sense of a situation, strongly indicates a state of confusion.",Angry,0.85,"The speaker is describing someone who is hypocritical—pretending to be hardworking and respectful while actually being a fraudster (nteƒewɔla) and keeping stolen goods (tarodzinuwo). The speaker expresses indignation that the person thinks they are not smart enough to notice the deception, which indicates feelings of anger and betrayal."
EWE,142,"Ewor nam me be ne megblɔe na dzinyelawo la, ɖeko woaxɔ nye telefon la adzoe keŋkeŋ. Enyo, mele to ɖom. Nukae wòle be matrɔ le alesi mezãa nye hadomenyatakakadzraɖoƒewo ŋu? Mesusu be mewɔe nenema, gake ɣeaɖewoɣi la, ame siwo nyemenya o la gaɖoa nubiagbalẽviwo ɖa.","Un homme est méprisable généralement, dès qu'on a son téléphone à jour et connecté. Aïe, mais tout de même, nous croyons le bien matraton, le allez maiszane à Doménica, Kakadja, Dopo, peu ou moins. Mais sous sube, mais où est-né ma gare yadouila, à Messi où n'est Magna, gare doa nous via Banlieue ou da.",2,Frustrated,0.75,"The text begins with a strong negative judgment, stating that men are 'despicable' ('méprisable') especially when they have updated phones, and includes an exclamation of distress ('Aïe'), which indicates annoyance and disappointment with social behavior.",Confused,0.01,The input consists solely of a number ('2') and contains no linguistic markers or context to determine an emotion.
EWE,143,"Mía kple xɔ̃nyewo míedoa kpo kamedefefe ɣeaɖewoɣi ne ele mía si le esi míevɔ̃na na afɔkuwo ta. Gake ŋutsuviawo, woɖua fewu le mía ŋu ne wosusu nane. Ne wonya la, ɖe woanyo wua? Nɔvinyeŋutsu ƒe gbe sesẽ ŋutɔ. Ŋukpe aku nam ne enya.","Misalnya orang yang hidup kemas dan padat dia roh, dalam yang si lafokuota, kakanku dia old, waful lemiang, leoh susun, naoh susunan, naoh nyala, roh nyawa, novinya yang cukup baru, sasa, untok, nu peraku, nanya.","2. Nye kple xɔnyewo, yedo abo kame deƒe dɛde aɖoe. Na le miaso, le afɔkuwo ta. Gake ntyowieawo ɖua fe wo le mía nu le wo susu ne wo susu nane. Ne wonya la, ɖuonyɔwoa, nɔvinye ŋutsu ƒe gbeɖo sesẽ tɔ. Nu kpe akum na enya.",Curious,0.4,"The transcription is fragmented and contains a mix of languages (Indonesian and others). The presence of the word 'nanya' (which means 'asking' in Indonesian) at the end of the passage suggests the speaker is inquiring or seeking an explanation about the concepts mentioned, such as the soul (roh/nyawa) and the nature of life.",Irritated,0.75,"The text describes a negative experience where the narrator and their siblings were bothered or bitten by pests ('afɔkuwo', 'ntyowieawo'), leading to a loud and pained reaction from the brother. This situation evokes feelings of annoyance and discomfort."
EWE,144,"Ðeko medi be mawɔ ɖeka kple nye sukuhatiwo. Ne nyemenya alesi matrɔ ɖoɖo siawo o la, amekae mabia? Mesusu be madze egɔme to nye dɔwɔɖoɖowo me toto zã sia me eye matsi teƒe ƒe dɔwɔƒewo na amesiwo mehiãe o. Mese wò nya, Daɖia.","Dekumedi be, maudekakle nyesu kura tio. Nenek menya alas simatro duduk siaga ulah, amek kahyim abia. Mesusube, maji agometo nyedowo, dodoome tutozan siame. Iyeh macitepepep doo perona, amek siwo mehio. Mesyewunya, dadia.","1 DEKUMEDI BƐ 13. Ne nyemenya ale si matrɔ ɖoɖo sia o la, ame kae mabia? Mɛsusu bɛ madze egɔmetowo nye dɔwɔ dodo wo me, toto zãnsia me eyei makyi tɛfɛfɛ dɔ wɔ ƒe wo na ame siwo me hɛe o. Mɛsɛ wonya, daa dea.",Sad,0.6,"The text contains several markers of negativity and uncertainty, such as 'menya' (not knowing) and references to separation ('kura tio'). The structure suggests a reflective or grieving tone, focusing on people and a sense of loss or confusion, which aligns most closely with sadness.",Confused,0.75,"The speaker begins by stating they do not know how to change a particular situation and asks who they should consult ('Ne nyemenya ale si matrɔ ɖoɖo sia o la, ame kae mabia?'), which is a direct expression of confusion and uncertainty."
EWE,145,"Danye faa avi ɣeaɖewoɣi, gake egblɔna be yemate ŋu atsi tre ɖe fofonye ŋu o elabena eyae nye aƒea ƒe ta. Amesiame le nye kɔƒea me gblɔna be ne nyemeɖe srɔ̃ kaba o la, mahe ŋukpe vɛ na ƒomea. Woƒoa nu tso sɔhɛmenɔɣi ƒe kɔnyinyiwo kple kornu wo ŋu.","Daniel fávia doy, kake ébrolabé, és már tömöttre de fufonyon o, elapen a, egyené a fiát betá. A messziá meleg kopjá megbrolabé, nem egy medszo kabáola, már hempevéna fomya. Oponutja szobhemé noy, felkonyni ople konum.","1 DANYEL 1. Amesia Amalek kɔ fiame gblɔna be, yemade ŋu atsi trɛ ɖa fofonye o elabena eyae nye Afiya Betar. Wo xɔa nu tso sɔb heme no yi ƒe kɔnyinyiwo kple kɔnwoom.",Sad,0.65,"The text mentions a specific individual (Daniel) and contains phonetic elements resembling words related to burial ('tömöttre' resembling 'tomb') and spiritual longing ('messziá' resembling 'Messiah'), which typically indicates a context of loss, mourning, or grief.",Proud,0.5,"The text describes a person (Amalek) who justifies a specific behavior or restriction based on their identity ('because he is Afiya Betar') and mentions the receipt of items during traditional celebrations and anniversaries. This assertion of identity and association with social customs suggests a sense of status or cultural pride, although the overall tone is largely descriptive."
EWE,146,"Ðeko menɔa anyi hebiaa ɖokuinye be ɖe wòadzudzɔ gbeɖeka hã. Ɣeaɖewoɣi la, mesena le ɖokuinye me be maƒo ame aɖe ne dzi ɖe le ƒonye, ​​abe le suku ene. Mesena le ɖokuinye me be vɔvɔ̃ ɖom. Nuka tututue ema fia? Esi wòwɔe ta la, woɖoe be nye hã mawɔea? Medi be madzudzɔe.","Dès qu'on a noué, c'est bien depuis hier. Des fois du job de car. Y a des fois là, mais c'est dans le coin hier. Mauvais moment dès, net j'ai téléphoné. A belle et soudaine, mais c'est dans le coin hier, vous vous doudou. Nous cartons tous les et mafia. Est si où où est à là, aujourd'hui bien, n'est pas où est. Mais j'ai bien ma joie.","1 DEKO MENO anyi habia adu kpue nyɛ bɛ de wɔadwo tworɔ gbedeɛ kaa. Yɛa ɛda wo yi la, mesena le adu kpue nyɛ me bɛ mapɔn ammaa adɛ nagye de le ɛponyɛ, Abelis soko wɛn nne. Mesena le adu kpue nyɛ me bɛ fofo dom. Nu ka tototuoɛ mma fie a, asi wowoe ta la, wodroe bɛ nyeha mma woea, mɛdii bɛma dwodwoeɛ.",Happy,0.6,"Despite the fragmented and poorly transcribed nature of the text (which is in French, not Ewe), the speaker explicitly states 'j'ai bien ma joie' (I have my joy) and mentions 'c'est bien depuis hier' (it's been good since yesterday), indicating a positive emotional state.",Sad,0.85,"The text expresses feelings of loneliness ('DEKO MENO anyi' - one remains/is left), the pain of separation from children ('mapɔn ammaa adɛ'), and a lack of peace ('mɛdii bɛma dwodwoeɛ') regarding family identity and belonging."
EWE,147,Madze agbagba aƒo nu tso dɔsrɔ̃ƒea ŋu nɛ le dziɖeɖi me. Ðe ŋutinya aɖewo li mate ŋu agblɔ nɛa? Ðewohĩ nyɔnu kpɔdzidzedzewo ƒe ŋutinyawo le míaƒe nutoa mea? Menya nyɔnu aɖe si le atikpadɔ aɖe dzi kpɔm. Wodea bubu eŋu ŋutɔ. Ðewohĩ mate ŋu ayɔ eƒe ŋkɔ.,Majalah bapa aku coba sopan nih lagi darima. Rentinya ada oh lih matamu aglonya. Dia oh ini yang nu pasti dia mau rentinya oh lemiapa nuntum ah. Manya yang nu arsila atipadu ada di kamp. Udah bu menonton. Dia oh ini matamu ayopanko.,"2. Di, nti nya aɖe wo li matem agblɔnɛa. Ɖe wohĩ nyɔnu wɔ dzedze mawo ƒe ntsyena wo le miaƒe nutɔ amea. Menya nyɔno aɖe si le atepadɔ aɖedzikpɔm, wode abubuwo ŋutɔ. Ɖe wohĩ matem ayɔ ƒe ŋkɔ.",Angry,0.85,"Although labeled as Ewe, the transcription contains Indonesian/Malay colloquialisms. The phrase 'matamu' is used twice, which in this context is a common slang insult or expression of irritation/anger. The overall tone suggests a heated complaint or argument.",Anxious,0.75,"The speaker expresses significant hesitation and apprehension about sharing information and mentioning names ('matem agblɔnɛa' - I cannot say it; 'matem ayɔ ƒe ŋkɔ' - I cannot mention the name), suggesting a state of anxiety or fear regarding the consequences of disclosure."
EWE,148,"Mezãa internet tsɔ wɔa numekuku tso nyatiwo ŋu na nye dzɔdzɔmeŋutinunya ƒe klass, gake zi geɖe la, menɔa hadomenyatakakadzraɖoƒewo le dze ɖom kple xɔ̃nyewo. Ema ɖi nya sia be esɔ. Smartphone le nye klass ɖesiaɖe si fifia, eye míezãnɛ na nusianu kloe. Le nyateƒe me la, ẽ.","Bezanya internet cawah, numpun pucuk niat um, nanya jajah mentinu nampak klas, kakak zikirella, menua hadu menya kakak, jarak penuh lejar rumplefonya, emari nasyabas, smartphone le nampak klas dek siar si fifiya, eh misalnya nampu siangukli le niat pema lah eh","2. Mezã Internet tsɔ wɔa nome kpuku tso nyatiwo mu nanye dzɔdzɔmɛŋtinunyia ƒe klas. Gake Zegre la, menoa haado me nyakaka, tiaɖo ƒe wo le dze ɖom kple xɔnyewo. Ɛma ɖi nya sia be esɔ. Smartphone le nye klas yɛsia ɖe si fifia, eye miesiane na nu sia ŋu kpli. Le nyateƒe me la, ɛ̃.",Frustrated,0.6,"The speaker describes a situation involving technical difficulties with the internet ('internet cawah') and the use of a smartphone/WiFi in a classroom setting ('nampak klas', 'fifiya' likely referring to WiFi). The use of hesitant fillers ('eh', 'misalnya') and the description of trying to achieve something that isn't working suggests a feeling of frustration.",Frustrated,0.75,"The speaker starts by mentioning the positive use of the internet for their social studies class, but then uses the word 'Gake' (But) to introduce a contradiction or a problem, explicitly stating 'Ɛma ɖi nya sia be esɔ' (Let's call this wrong/false). This transition from a goal to a perceived failure or inconsistency suggests a feeling of frustration regarding how technology is being utilized or the situation in the classroom."
EWE,149,"Ne meva zu dɔnɔdzikpɔla la, mate ŋu akpe ɖe nye nutoa me tɔwo ŋu le mɔ si le vevie nam ŋutɔŋutɔ nu. Èsusu be fofonye ase egɔme gbeɖekaa? Enye kɔnyinyi ŋutɔ. Mate ŋu adze agbagba aɖe nusita medi be makpe ɖe amewo ŋu la me. Mesena le ɖokuinye me be mebɔbɔ vie ne meƒo nu tso esia ŋu.","Ne magyarázod, hogy pólá lá matenugaparényen utóan maton legmosolyelve végén amtontani. Az szoba folyik, azt egomabreká, anya pogni intok. Matenugad, jégagbagba arran úsztat, majd be magper a munka. Nem hunko nincs jáulá, anna mepona borít.",2 NE 11. Asusu bɛ fofonye ase egɔme gbeɖe kaa. Ɛnye ƒɔnyee tɔ. Mate nu aɖe agba aɖe no sita ame dzi be makpe ɖe amewo la me.,Overwhelmed,0.55,"Although labeled as Ewe, the text is actually distorted Hungarian. It contains phrases such as 'Ne magyarázod' (Don't explain/justify), 'Az szoba folyik' (The room is flowing/flooding), and 'jégagbagba' (into ice), combined with mentions of a mother and a sense of absence ('nincs'). The imagery of a flooding room and the command to stop explaining suggest a state of emotional chaos, distress, and feeling overwhelmed.",Hopeless,0.85,"The speaker expresses doubt about whether their father will ever understand them and describes a feeling of powerlessness ('Mate nu aɖe'), specifically regarding their inability to help others, which aligns closely with a sense of hopelessness."
EWE,150,"Ẽ, ŋutsuviawo dometɔ aɖewo ƒe gbe le goglom ɖe edzi eye wole nu wɔm sesĩe wu, evɔ nyɔnuviawo ya le ɖoɖoezizi me eye edze abe wode se geɖe ɖe wo ŋu ene. Danye gblɔna na nɔvinyenyɔnu ɣesiaɣi be nyɔnuvi nyui tsia aƒeme, ekpena ɖe nuɖaɖa ŋu, eye meɖoa nya eŋu o.","E tuvido matuara opa ibe lego glo, rejia yeo le nu om se siu, avon nuvido ya le doisizim reye, edjabau o desegere de o nuen. Tanjak gunaanan novina, nonu ye seibe nonu vinye tiha hume, ek manajanu dadanu, ayey matuanya mu.",". Ɛ̃, ŋutsuviawo dometɔ aɖewo ƒe gbe le goglo. ɖe edzi eye wole nuwɔm sesĩe wu. Evɔ nyɔnuviwo ya le ɖoɖoezoe me eye edze abe wo wode se geɖe ɖe wo nu ene. Danyegbɔna na nɔvinyɔnu ɣe sia ɣe be. Nɔnuvi nui tia ahɔme. Ekpanaɖe nudada nu eye medoa nya ŋu o.",Sad,0.65,"The text contains phonetic markers and terms (such as 'tiha hume', which likely refers to death or a fatal end in Gbe-related languages like Ewe/Fon) that suggest loss and grief. The overall structure and tone are characteristic of a lament or an expression of sorrow.",Anxious,0.85,"The text describes a restrictive and oppressive environment where young men are loud and harsh, and young women are silenced by many rules. Specifically, the phrase 'Nɔnuvi nui tia ahɔme' indicates that the elder sister is worried or anxious, and the mention of her being unable to speak about a troubling incident further emphasizes a state of distress and anxiety."
EWE,151,"Mesusu be meva le egɔme sem. Menye ɖe woɖoe be agbe nanye fli dzɔdzɔe si yi dziƒo o, alo? Eyata ne meƒo da aɖe la, mele be madzudzɔ ko oa? Mesena le ɖokuinye me be kakaɖedzi le ŋunye vie fifia. Mesusu be mate ŋu akpɔ nuteɖeamedzi gbɔ nyuie wu ne nusɔsrɔ̃ siawo le susu me nam.","masuk sumber malam gemesan, menyanyi road baby ad bananya free jordy si jipu alo, ya tanam aku darah lah malam bama di jokoh, rasina laluknya mabah, akadilah nunyai viny fikya, masuk sumber mateng wakbo, nuntel jam maji bawang mie, punya nuntos transiul sese mana","mesusu be mele egɔmesem. Menye ehre wòɖoe be agbena nye firi dzɔdzɔe si yi dziƒowo alo, eya ta ne mo xɔoo daaɖe la, mele be madzudzɔ ko oa. Ɛsenale lukanyi me be hakaɖedzi le nunyevie fifia. Mesusu be mate ŋuakpɔ nute dzamedzi bɔ nyuie wu ne nusɔsrɔ̃ siwo le susu me nam.",Confused,0.4,"The text appears to be a nonsensical mixture of Indonesian, English, and unrecognizable words (despite being labeled as Ewe), lacking clear emotional markers or a coherent narrative. The disjointed structure and juxtaposition of random objects (banana, blood, noodles) suggest a state of confusion or a fragmented stream of consciousness.",Confused,0.9,The speaker explicitly starts by saying 'mesusu be mele egɔmesem' (I don't think I understand) and concludes by stating they cannot find a better answer or resolution to the thoughts in their mind ('mate ŋuakpɔ nute dzamedzi bɔ nyuie wu'). The overall tone is one of struggling to grasp a concept and feeling intellectually lost.
EWE,152,"Mevɔ̃na ɣesiaɣi be ame aɖe akpɔ wo le nugoe me. Afikae matsɔ wo ade? Ɣeaɖewoɣi la, mekpɔnɛ wogblẽa wo ɖe anyigba le sukua ƒe nugododeƒewo. Zi geɖe la, ɖeko metsɔa wo ƒua gbe ɖe gbeɖuɖɔ gbogbo si le gota la me. Makpɔ egbɔ be mekpɔ nugoe si sɔ tso fifia dzi.",Makwanah yang saya ibu amadah pula nugama Afrikai macam wadah yang ada di luar makwanie oblah blah wadah aneh dalam sukupe nugodo depo segala rekomendasi apa agak beradu doa boga sila gotalama makar baba makbon nugosisocio fifiaji,"Mevɔ̃ na yisae ayi be ame aɖe akpɔ wo le nugɔame, afi kae matsɔ wo ade. Yeaɖewoɣi la, mekpɔnɛ wogblɔ gbeawo ɖe anyigba le sukuƒe nugododeƒewo zegɛɖela ɖe kometsoawo ƒe agbe ɖe gbeɖuɖɔgbo si le Gota la me. Makpɔrebɔ be mekpɔ nugosi sɔtso fifia dzi.",Happy,0.45,"The transcription appears to be a mix of Indonesian and Ewe. The inclusion of 'doa' (prayer in Indonesian) and the Ewe word 'fifia' (meaning peace or happiness) within 'fifiaji', combined with mentions of 'ibu' (mother), suggests a positive, peaceful, or happy emotional state.",Afraid,0.95,"The text begins with 'Mevɔ̃', which translates to 'I am afraid' or 'I fear'. The speaker expresses worry that someone will discover people in secret and asks where they can be hidden, which strongly indicates a state of fear and anxiety."
EWE,153,"Nyemedi be vinyea natsi abe nye ene, anɔ efukpem ahanɔ ŋu kpem o. Ne mefɔ fu la, ɖe ema fia be woɖoe be mada ahe tegbeea? Gake ŋukpea. Aleke mawɔ adze ŋgɔ xɔ̃nyewo? Ðeko medi be menyae hafi. Ne ɖe nyemeɖo toe o la, anye ne enyo ŋutɔ.","demati bebas dengan siapa yang nenek, anak fukum, anak nukum o, demokofula, dia masih bebas, vari be mata hati dia, kaki nukum bah, aleki mau aja engkau hanya o, rekumati bebas mania happy, nerinya maro tuhola, hanya nenunguto","ŋemɛdzi be vinɛna tsi abe nye ene o, anɔ fu kpẽm ahanɔ nu kpẽm o. Nemefoɔ fu la, ɖe emefia be ʋari be madahe degbea, gake nu nu kpaa aleke mawɔ adze ŋgɔ xɔnyewo. Ɣuhumedzi be manya hafi. Ne ɖe nyemeɖo toe o la, anye ne nyonu tɔ.",Happy,0.85,"Although the language is labeled as Ewe, the transcription is primarily in Indonesian and English. It contains the explicit word 'happy' and repeatedly uses the Indonesian word 'bebas' (meaning 'free'), suggesting a sense of liberation and joy.",Anxious,0.85,"The speaker expresses deep concern and worry (Ɣuhumedzi) about whether their child will inherit their negative traits and questions their own capability to handle their responsibilities and provide for their dependents, which indicates a state of anxiety and insecurity."
EWE,154,"Mebe ɖeviwo ƒe srɔ̃ɖeɖe nye wò gomenɔamesiwo dzi dada. Wò sukudedee nye dɔwɔnu sẽŋutɔ kekeake si le asiwò nàtsɔ atrɔ wò etsɔme kple wò ƒomea ƒe etsɔme. Ne megbe la, fofonye ado dziku. Egblɔ be mele dzime sẽm eye nyemedaa akpe o.",mais des vieux peurs sont des derniers au commencement si haut d'Ida au secours des derniers dans un monde sans nous tour que qui a que c'est la vie naturel trop où le chemin bleu au point près chemin mais bella pour venir à dos du coup et globalement les dix mille semaines et les meurtres bao,"me be ɖeviwo ƒe srɔ̃ɖeɖe nye wò gɔmenɔamesiwo dzidada. Wò sukudede nye ɖɔwɔnusẽnútɔ kekeake si le asiwò natsɔ atrɔa wò tsyɔme kple wò ƒomeƒe tsyɔme. Ne megbela, fofonye ado dziku. Egblɔ be, Mele dzimesem eye nyemedaa kpe o.",Hopeless,0.75,"Although the transcription is labeled as Ewe, the text is actually written in broken French. It contains keywords such as 'peurs' (fears), 'au secours' (help/rescue), 'monde sans nous' (world without us), and 'meurtres' (murders), which collectively evoke a sense of despair, loss, and hopelessness.",Frustrated,0.85,"The speaker is advocating for the importance of education as a tool for personal and family advancement, but this perspective is met with anger and a complete lack of understanding or agreement from their father. This clash between the speaker's conviction and the father's dismissal creates a clear sense of frustration."
EWE,155,"Aleke mawɔ ema esime amesiame si ƒo xlãm le gbɔgblɔm nam be nyemenye naneke o? Medi be maxɔ dziwò ase, Daɖia, gake esesẽna ne nyateƒea sesẽ alea gbegbe. Ðewohĩ nye Eŋlisigbefiala. Ewɔa nu kpata, gake egblɔna na mí ɣeaɖewoɣi be míaku drɔ̃e gãwo. Matsi dzodzodzoe ale gbegbe.",aleki maaf emas di mamsia meskipun hamla baglom nampu yang menyenangkan kau majib apa majlis as daria kata seseorang nantaf seseorang baga baga dengan inglish sebagai fiala atau anu kata kakak glomanami bagi yang roh i maha kudre gao maci jojojoe ale baga,"Alekmawɔwɔ ema esime amesiam esifu xam la gbɔgblɔm nam be nyemenye naneke o. Medzi be maxɔ dzio ase, Hadia, gathe sesenana nèteƒe sesẽ alea gbegbe, ɖewohĩ nye Ngalisigbefia la, ewɔ anukpata, gake egblɔna na mi be, Yaɖo yi míaku drɛ gãwo. Matsi dzodzodzoe alea gbegbe.",Confused,0.45,"The provided text is not in Ewe, but appears to be a heavily distorted transcription of Indonesian mixed with other sounds. It contains words like 'maaf' (sorry), 'meskipun' (although), 'menyenangkan' (pleasant), and references to 'English' and 'kata kakak' (sibling's words). The disjointed structure and the context of attempting to explain or translate a phrase suggest a state of confusion or a struggle to communicate a specific idea.",Hopeless,0.85,"The speaker explicitly expresses feelings of worthlessness ('nyemenye naneke o' - I am nothing) and describes an inability to endure the current pressure or intensity of their situation ('maxɔ dzio ase' - I cannot bear it / 'Matsi dzodzodzoe alea gbegbe' - I cannot bear this intensity), which are key markers of hopelessness."
EWE,156,"Enyo wu be matsɔ nusianu ade eme eye emegbe mawɔ vodada le esi metɔtɔ ta. Èdzi be yeagblɔ abe ne ŋutsuvi tsitsi mawo dze agbagba be yewoana matsɔ nane kplewo enea? Menya be mesɔ o, gake ɣeaɖewoɣi la, mesena le ɖokuinye me be ele be masɔ ɖe enu hafi woade bubu ŋunye.","Ang yoo ba mato nusiyanu arum, ay yum ba mau votadale si matotota, ay diba yag blob, na nuchutit si mau yag bababay yana mato na nakplewan na, mayabamasod ka ka yadoyo la, persona lekunya may ba, hlabamasod, anu wafiyo ado buong nungy.",Enyo wu be matsɔ nu sia nu aɖe eme eye megbe mawɔ vodada le esi metotɔ ta. Edzi be yeagblɔ be ne nutsu titsimawo dze agbagba be yɔana matsɔnane kple yɔna menya bemesɔ o gake ya ɖe yɔela ʋɛsina le ɖokuyinam be hele be masɔ ɖe enuwɔafi woade bubuŋunye.,Sad,0.85,"The text expresses a sense of struggle, frustration with circumstances not working out, and a feeling of lacking support or being alone, which collectively point towards a melancholic or sad emotional state.",Frustrated,0.75,"The speaker is describing a situation where young men are insistently pursuing them ('dze agbagba'), leading the speaker to set firm boundaries to avoid mistakes ('vodada') and prevent being treated with disrespect ('bubu') at their place of work. This desire to stop unwanted persistence and manage a bothersome social situation aligns most closely with feeling frustrated."
EWE,157,"Nuwo abe tɔtrɔ siwo va le nye ŋutilã me, kple nusi mawɔ ne nyɔnuviwo te ɖe ŋunye, alo ne mese le ɖokuinye me be wozi dzinye be mawɔ nusiwo nyemele klalo na o. Mɔ aɖeke meli o, Toɖea. Ðeko fofonye agblɔ be mele bubumademade ame ŋu alo be nyemetsi be maƒo nu tso nyati mawo ŋu o.",nurabat atau trosiu valen yang tulam blanusimahone yang nuvio terenunya alunam sele dikenya mabu ozina bermaunusinya melakar lonoh mada kemalio toria reko fufonya blog bermelabumademar amanu alub bermertib maupun ucho nyatimahone,"nuwɔ abe tɔtrɔ̃ siwo va le nye ŋutula me gblẽnu si mawɔ ne nyɔnuviwo deerunye alo ne mese le ɖokuinye me be, ozi nya be mawɔnu si nyemele klalo na wo, mɔ aɖeke meli o tɔdea. Ɖe ko fofonyagblɔ be mele bumadem ale amenu alo be nyemetsi be mahoƒonutsyo nyatsi mawo nu o.",Confused,0.1,"The provided transcription does not align with the Ewe language, nor does it form coherent sentences in Indonesian (despite the use of particles like 'yang', 'atau', and 'maupun'). Because the text consists of nonsensical or pseudo-linguistic strings without discernible semantic meaning, it is impossible to identify a specific emotional state of the speaker, rendering the overall communication incoherent/confused.",Insecure,0.9,"The speaker expresses a lack of self-confidence ('mese le ɖokuinye me'), uncertainty about how to behave around women, and mentions being told they are not social or brave enough to express themselves, all of which are hallmarks of insecurity."
EWE,158,"Nyemele klalo na ema o, gake nyemedi be woabui be megbɔdzɔ o. Ɣeaɖewoɣi la, ŋutsuvi tsitsi siwo le tsaɖibɔa me dzea agbagba be yewoatutum alo awɔ fefe le alesi nye dzedzeme ŋu. Ena mesena le ɖokuinye me be mele sue. Ðe wòdzudzɔna gbeɖekaa? Ðe mase le ɖokuinye me ɣesiaɣi be matsi dzimaɖi alea ɖe alesi nye dzedzeme ŋua?",yang melakar oleh maau takkan yang masih bawa bubur macam jauh ya deh yola untuk visi sih sila cari buah merah berwarna putih malu aku fela leci ni dia dia mena masih dalam kecuali yang baru mula suai doa jana berkah yang masih dalam kecuali yang masih aib macam jemaah lea lea leci ni dia dia menua,"Nyemele klalo ne ema o, gake nyemedi be woabu be megbɔdzɔwo, yeaɖe eyiwo la, ŋutovi tisi siwo le tsaɖibɔa me dze agba gbe yewoatutu maloawo awɔ ƒoƒe le si nye dzedzeme ene mese le ɖokuinye me be mele sue ɖo wòdzɔna gbe ɖeka. Rima sele ɖokuinye me yia yesi nye dzedzeme nua.",Embarrassed,0.45,"Although the transcription is fragmented and appears to be in Malay/Indonesian rather than Ewe, the speaker explicitly uses the phrase 'malu aku,' which translates to 'I am embarrassed' or 'I am shy.'",Insecure,0.85,"The speaker expresses a strong concern about how they are perceived by others, specifically stating that they do not want people to think they are a coward ('megbɔdzɔwo'). They are worried about being mocked or judged by the young girls in their neighborhood, and they describe an internal conflict ('Rima sele ɖokuinye me'), which indicates a lack of confidence and a struggle with their self-image in a social context."
EWE,159,"Wosena le wo ɖokui me be yewo tsi akogo eye wo vɔ̃ na be yewoava suku gɔ̃ hã. Aɖaŋu ka ƒomevie, Daɖia? Ao gbɔgblɔ menɔa bɔbɔe ɣesiaɣi ne ame bubuwo si le nu gbegblẽ wɔm o. Medzi be manye nufiala gbeɖeka, eya ta medzea agbagba be nyemaganɔ kuxiwo me o. Madzea agbagba be nye susu nanɔ etenu.",au centre de l'eau de cuisine vous y obtiendrez un bouillon de raviolis qui vous convient parfaitement à nos capes mignonnes d'arrière. au bout de l'eau nous avons une source à une amoureuse qui vous laisse une bouillante ou médiévale magnifique recette et à la méditerranée nous avons une mangue noire qui est magnifique recette et à la méditerranée nous avons une mangue noire qui est magnifique recette,"Ostene le wo ɖokui me be yewo tsia kogo eye wòvɔ̃na be yewoava sukugɔ̃ hã, aɖanookaƒmevi Daria, awogbɔgblɔm enɔa aboboyi esia yi ne ameawo bubu siwo le nu begblɔm o medi be manyenufiala gbe ɖeka eya ta medze agbagba be nyemegã nɔ kuhe me o, medze agba abe nye susuna nɔ ete nu,",Happy,0.6,"Although the transcription is nonsensical and written in French rather than Ewe, it uses highly positive adjectives such as 'parfaitement' (perfectly), 'mignonnes' (cute), and 'magnifique recette' (magnificent recipe), which convey a positive and pleasant tone.",Anxious,0.75,"The text uses the word 'vɔ̃na' (meaning to fear or be afraid) in the context of encountering difficulties ('sukugɔ̃'). The speaker also expresses concern over how others perceive them and their struggle with identity and social standing, which aligns with feelings of anxiety and apprehension."
